type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
MOVIE,2015,117,3,1,6.5,305.0,1.875,6.8
MOVIE,2016,93,1,1,6.510860655737705,23439.382473841553,0.957,10.0
MOVIE,2016,90,4,2,5.1,721.0,2.201,5.7
MOVIE,2016,110,2,1,6.1,296.0,2.529,7.8
MOVIE,2015,39,2,1,7.3,81.0,2.528,6.829174760787145
MOVIE,2016,110,1,1,3.6,88.0,0.763,2.0
MOVIE,2016,140,1,1,6.6,330.0,1.611,8.0
MOVIE,2015,103,1,6,7.0,720.0,2.069,5.9
MOVIE,2016,103,4,1,7.2,18681.0,5.319,6.6
MOVIE,2016,109,3,1,6.5,165.0,2.208,9.0
MOVIE,2015,125,2,1,6.3,259.0,1.539,5.7
MOVIE,2015,122,2,1,7.0,496.0,1.504,7.8
MOVIE,2016,74,1,1,5.9,652.0,1.921,6.2
SHOW,2016,14,1,1,7.0,63.0,1.4,6.829174760787145
MOVIE,2016,105,2,1,5.6,121.0,2.017,6.829174760787145
MOVIE,2015,78,1,1,6.8,1506.0,2.027,6.9
MOVIE,2016,44,1,1,6.510860655737705,23439.382473841553,1.989,7.4
SHOW,2016,87,1,1,5.5,326.0,2.334,9.0
MOVIE,2016,61,2,1,6.0,515.0,1.945,6.1
SHOW,2016,84,3,1,7.0,229.0,2.265,6.4
SHOW,2016,45,2,1,6.8,82.0,3.482,9.7
MOVIE,2016,90,3,1,1.5,388.0,1.81,6.829174760787145
MOVIE,2015,62,1,1,6.5,12.0,22.6379253956843,6.829174760787145
MOVIE,2016,75,1,1,6.0,24.0,1.512,5.0
MOVIE,2016,103,2,1,6.510860655737705,23439.382473841553,1.4,6.829174760787145
MOVIE,2016,103,1,1,6.510860655737705,23439.382473841553,0.724,6.3
MOVIE,2015,83,2,1,6.4,1540.0,2.593,6.2
SHOW,2016,27,2,1,7.7,98.0,2.05,8.0
MOVIE,2016,107,1,1,7.3,516.0,2.117,6.3
SHOW,2016,85,1,1,6.510860655737705,23439.382473841553,1.365,6.829174760787145
MOVIE,2016,103,1,1,6.4,21.0,0.671,4.0
MOVIE,2015,100,3,1,6.7,9056.0,3.656,6.6
MOVIE,2016,116,1,1,6.8,373.0,1.936,6.4
MOVIE,2016,44,3,3,6.510860655737705,23439.382473841553,1.605,5.5
MOVIE,2016,67,1,1,7.0,235.0,3.487,6.5
MOVIE,2016,107,1,1,6.2,2707.0,3.082,6.3
MOVIE,2016,90,2,1,7.3,253.0,2.513,7.4
MOVIE,2016,93,3,1,5.4,874.0,1.508,5.1
MOVIE,2015,120,3,1,4.3,780.0,1.441,6.829174760787145
MOVIE,2015,98,1,1,7.4,1168.0,1.814,6.8
MOVIE,2016,24,1,1,6.510860655737705,23439.382473841553,4.355,7.1
MOVIE,2016,60,1,1,6.2,696.0,1.519,6.0
MOVIE,2015,107,1,1,6.3,10439.0,3.703,6.2
MOVIE,2016,69,1,1,6.7,545.0,1.674,7.0
MOVIE,2016,94,1,2,5.5,1901.0,2.608,5.6
MOVIE,2016,91,2,1,6.8,76.0,1.278,7.5
MOVIE,2015,28,1,1,6.6,32.0,1.46,7.0
MOVIE,2016,112,4,1,2.7,283.0,2.241,3.8
MOVIE,2016,16,2,1,5.4,159.0,0.886,4.0
MOVIE,2015,80,3,1,5.4,61.0,22.6379253956843,6.829174760787145
MOVIE,2016,68,2,1,4.7,70.0,1.004,6.2
MOVIE,2015,15,1,3,6.510860655737705,23439.382473841553,2.209,5.9
MOVIE,2015,106,3,1,4.5,3170.0,2.395,4.2
MOVIE,2016,101,1,1,5.8,32.0,2.974,7.6
SHOW,2015,41,1,1,6.510860655737705,23439.382473841553,0.846,6.829174760787145
MOVIE,2015,107,3,1,6.0,365.0,1.654,7.0
MOVIE,2015,75,3,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2015,108,4,1,6.2,5092.0,4.497,5.8
MOVIE,2016,108,5,1,5.3,310.0,2.76,6.1
MOVIE,2016,93,3,1,6.510860655737705,23439.382473841553,0.6,7.0
MOVIE,2016,115,1,1,4.4,208.0,1.339,6.7
MOVIE,2015,106,3,2,5.1,183.0,1.396,6.829174760787145
MOVIE,2016,29,1,1,6.1,39.0,0.632,7.0
MOVIE,2016,90,2,1,5.1,299.0,3.637,4.8
MOVIE,2015,102,3,1,5.9,1248.0,1.511,4.3
MOVIE,2015,97,1,1,5.2,1900.0,1.672,5.1
MOVIE,2016,126,2,1,7.2,332.0,2.11,8.1
SHOW,2016,29,1,1,8.3,45.0,0.6,9.0
MOVIE,2016,51,1,1,6.510860655737705,23439.382473841553,1.781,6.5
MOVIE,2016,30,1,1,6.510860655737705,23439.382473841553,1.21,6.5
MOVIE,2016,95,2,1,6.6,185.0,4.102,6.0
SHOW,2016,44,2,1,8.0,115.0,0.688,8.4
MOVIE,2016,100,2,1,5.0,124.0,1.811,6.9
MOVIE,2016,95,3,1,4.8,101.0,1.02,6.0
MOVIE,2016,94,1,2,4.5,30.0,1.4,5.0
MOVIE,2015,96,2,1,5.0,50.0,0.714,5.0
MOVIE,2015,88,1,1,3.7,161.0,1.889,5.1
SHOW,2016,44,2,1,6.1,14.0,0.6,6.829174760787145
MOVIE,2015,115,3,1,7.0,853.0,2.393,7.0
SHOW,2015,41,2,1,7.1,148.0,22.6379253956843,6.829174760787145
SHOW,2015,44,3,2,7.5,12.0,22.6379253956843,6.829174760787145
MOVIE,2015,82,1,1,5.4,473.0,2.707,5.7
MOVIE,2015,92,1,1,7.0,79.0,0.956,7.0
MOVIE,2016,96,5,1,2.0,255.0,1.389,6.2
MOVIE,2015,107,3,1,6.3,511.0,2.177,7.6
MOVIE,2016,100,2,1,5.5,3524.0,3.847,5.8
MOVIE,2016,130,2,1,5.9,189.0,1.812,6.5
SHOW,2016,40,2,1,6.510860655737705,23439.382473841553,1.674,6.829174760787145
MOVIE,2016,106,2,1,7.1,1536.0,2.471,6.9
MOVIE,2016,118,2,1,6.1,275.0,2.802,5.6
MOVIE,2016,112,3,1,6.6,63.0,0.954,5.5
MOVIE,2016,113,1,1,6.3,34.0,0.712,6.829174760787145
MOVIE,2015,11,1,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2015,98,4,1,6.0,414.0,1.167,7.2
SHOW,2018,27,1,1,8.4,34026.0,16.567,8.1
SHOW,2017,45,3,1,7.9,118746.0,51.938,7.5
MOVIE,2018,109,1,2,7.1,58727.0,14.795,6.8
SHOW,2017,60,3,1,8.5,300454.0,146.805,8.245
MOVIE,2017,164,4,6,8.0,549712.0,67.788,7.5
SHOW,2017,56,4,1,8.7,363469.0,164.601,8.4
MOVIE,2018,131,4,1,6.5,79980.0,67.199,6.2
MOVIE,2017,135,3,1,7.3,527626.0,95.827,7.234
SHOW,2018,41,4,1,7.2,30634.0,230.337,8.5
SHOW,2018,42,3,1,7.1,53185.0,145.572,7.7
SHOW,2017,42,4,1,6.6,141250.0,341.862,8.531
MOVIE,2017,107,4,3,7.7,244463.0,26.743,7.427
MOVIE,2018,111,4,1,6.9,77407.0,10.334,6.8
MOVIE,2017,107,6,4,7.8,619645.0,36.684,7.5
SHOW,2018,31,4,1,8.5,166830.0,331.306,8.167
MOVIE,2018,132,3,1,7.2,139439.0,16.962,7.059
SHOW,2017,53,3,1,8.6,261429.0,37.904,8.0
MOVIE,2017,130,2,2,7.4,130006.0,14.833,7.3
SHOW,2017,49,5,1,8.2,461688.0,1.4,6.829174760787145
SHOW,2018,42,2,1,7.6,9704.0,33.102,8.272
SHOW,2018,47,4,1,7.7,230119.0,85.558,8.1
MOVIE,2017,140,3,3,7.4,167955.0,25.929,7.147
MOVIE,2018,140,4,1,7.0,110108.0,47.326,6.7
SHOW,2018,49,5,1,7.3,98084.0,55.052,7.654
SHOW,2018,60,5,1,8.1,118124.0,19.085,7.9
SHOW,2018,17,7,1,4.9,3153.0,17.577,6.4
SHOW,2017,33,3,1,8.1,30399.0,17.642,7.6
SHOW,2017,65,5,1,7.6,27.0,16.273,7.754
SHOW,2018,52,1,1,8.2,4850.0,9.24,7.4
SHOW,2017,43,3,1,8.1,58120.0,18.55,7.7
SHOW,2018,58,3,1,8.6,231950.0,50.336,8.1
MOVIE,2017,100,3,1,6.0,46783.0,34.887,6.1
MOVIE,2018,132,4,1,7.3,144294.0,32.555,7.145
SHOW,2017,49,5,1,8.4,23638.0,33.053,7.9
SHOW,2018,52,4,1,7.9,164872.0,52.901,7.8
SHOW,2017,26,5,1,8.3,62722.0,50.499,8.3
SHOW,2018,44,2,1,7.2,21280.0,15.079,7.3
MOVIE,2017,125,5,1,7.4,193208.0,21.927,7.351
SHOW,2017,42,1,1,7.2,21637.0,49.457,8.2
MOVIE,2018,95,1,1,8.4,25061.0,8.47,8.1
SHOW,2018,42,3,1,7.7,50919.0,33.403,8.1
SHOW,2017,43,6,1,8.1,38172.0,13.215,7.5
SHOW,2017,27,1,1,6.9,8639.0,8.032,6.6
SHOW,2017,23,2,1,7.7,16488.0,23.833,7.9
SHOW,2018,39,3,1,7.7,77069.0,14.064,7.4
SHOW,2018,67,2,1,8.1,29939.0,9.646,7.95
MOVIE,2017,94,2,2,6.3,95551.0,24.321,6.2
SHOW,2017,46,2,1,8.7,52756.0,150.37,8.8
MOVIE,2017,122,4,2,7.3,116305.0,25.911,7.415
SHOW,2017,21,5,1,8.1,182217.0,50.694,8.2
SHOW,2018,20,5,1,5.8,806.0,21.406,8.6
SHOW,2017,31,2,1,8.3,81643.0,37.513,8.3
MOVIE,2018,104,3,2,5.7,11967.0,17.411,6.1
SHOW,2017,47,4,1,7.8,59959.0,55.144,7.345
SHOW,2018,40,3,1,4.6,16533.0,92.694,7.427
MOVIE,2017,103,2,1,7.7,830.0,1.771,8.2
MOVIE,2018,136,3,1,7.3,29758.0,25.696,7.2
SHOW,2017,44,4,1,7.7,32177.0,13.586,7.3
SHOW,2017,42,2,1,7.9,1292.0,2.879,8.0
SHOW,2017,28,2,1,8.1,16167.0,17.017,8.1
MOVIE,2017,109,3,1,7.4,31208.0,33.53,8.0
MOVIE,2018,92,4,2,3.8,4453.0,19.984,5.4
SHOW,2018,24,4,1,6.7,2152.0,20.189,7.5
SHOW,2017,29,2,1,7.8,66326.0,19.982,7.5
SHOW,2018,45,4,1,7.2,42239.0,9.531,6.9
SHOW,2017,64,6,1,8.5,8066.0,25.007,8.5
MOVIE,2018,105,2,1,6.5,51861.0,18.364,6.9
MOVIE,2017,115,3,1,6.3,24033.0,10.188,6.4
MOVIE,2018,102,5,1,5.5,104068.0,21.122,5.6
MOVIE,2017,123,6,5,6.8,121772.0,60.669,7.2
SHOW,2018,6,3,2,4.7,570.0,3.372,7.1
MOVIE,2017,104,3,1,6.5,106451.0,21.014,6.4
MOVIE,2018,135,2,2,7.7,155787.0,12.745,7.7
MOVIE,2018,96,5,3,6.6,55597.0,17.991,6.9
MOVIE,2017,93,4,1,6.8,21.0,26.24,5.9
SHOW,2018,28,5,1,7.2,59907.0,49.462,7.561
SHOW,2017,27,3,1,7.9,76088.0,61.436,7.9
MOVIE,2018,91,4,2,6.4,31379.0,34.263,7.4
SHOW,2017,44,3,1,6.7,20112.0,28.09,7.0
SHOW,2017,34,4,1,8.0,45533.0,17.486,7.4
MOVIE,2017,119,5,1,5.2,31275.0,18.249,5.3
SHOW,2017,12,2,1,6.4,1512.0,8.612,8.0
MOVIE,2018,96,2,2,7.0,57576.0,13.592,6.8
SHOW,2018,50,5,1,7.2,6175.0,10.0,6.9
MOVIE,2018,124,4,3,7.3,45626.0,12.645,7.5
SHOW,2018,24,5,1,6.7,6041.0,207.49,8.1
MOVIE,2017,113,5,4,7.0,113338.0,32.05,6.8
MOVIE,2017,80,2,1,5.3,735.0,4.174,6.4
MOVIE,2018,121,4,2,6.9,70822.0,24.14,6.8
MOVIE,2018,90,3,1,6.0,29546.0,19.069,5.7
SHOW,2018,26,2,1,8.2,38900.0,18.106,7.6
SHOW,2017,55,5,2,7.4,11068.0,17.457,7.0
SHOW,2018,48,3,1,7.4,75337.0,224.739,8.1
SHOW,2017,56,5,1,8.2,14.0,8.556,7.5
SHOW,2017,58,2,1,7.5,286015.0,80.574,7.748
MOVIE,2018,124,4,1,6.6,331070.0,47.18,6.9
MOVIE,2017,85,2,1,6.4,86953.0,52.287,6.102
SHOW,2017,43,4,1,7.8,13529.0,17.273,7.3
SHOW,2018,24,3,1,7.7,2153.0,49.106,8.274
SHOW,2018,58,2,1,8.4,82042.0,92.102,7.9
SHOW,2018,41,3,1,6.1,24646.0,45.271,7.2
SHOW,2018,43,1,1,7.7,2447.0,4.037,8.3
MOVIE,2018,94,3,1,5.5,17858.0,20.72,6.0
MOVIE,2018,94,3,4,5.5,37340.0,27.644,6.1
MOVIE,2018,95,3,1,5.9,31542.0,12.204,5.8
SHOW,2017,86,5,1,8.1,3656.0,3.279,8.0
SHOW,2018,46,3,1,7.2,9068.0,18.234,6.6
SHOW,2018,50,1,1,7.8,5581.0,8.217,7.6
SHOW,2018,62,2,1,7.7,15323.0,9.766,7.4
SHOW,2018,47,1,1,8.5,18710.0,15.751,7.8
SHOW,2018,25,5,1,8.4,20919.0,43.782,8.674
SHOW,2018,25,6,1,8.1,11117.0,61.635,8.8
MOVIE,2018,102,4,1,6.0,11823.0,69.48,6.8
MOVIE,2018,91,4,1,6.8,18165.0,9.689,6.4
MOVIE,2017,112,2,1,6.9,48223.0,12.045,6.5
SHOW,2018,52,1,1,8.4,3686.0,2.462,8.4
MOVIE,2017,93,5,1,6.9,55549.0,12.544,6.5
MOVIE,2018,104,1,1,5.4,4496.0,9.814,6.5
SHOW,2018,25,6,1,7.6,19465.0,37.228,7.887
MOVIE,2017,132,2,1,6.2,35748.0,110.758,7.5
SHOW,2018,25,6,1,8.5,10283.0,18.535,8.3
MOVIE,2018,101,2,1,6.8,28788.0,9.761,6.5
MOVIE,2018,130,4,2,6.3,51890.0,14.414,6.1
MOVIE,2018,110,4,1,6.4,22065.0,10.945,6.3
MOVIE,2018,100,3,1,7.1,101175.0,83.421,7.7
SHOW,2018,57,3,1,6.7,17774.0,23.364,6.4
SHOW,2018,23,4,1,7.5,2270.0,16.706,8.3
SHOW,2017,22,4,1,6.5,661.0,11.9,8.1
SHOW,2018,27,7,1,8.4,22187.0,31.275,8.3
MOVIE,2018,94,4,1,7.0,14983.0,52.562,7.2
SHOW,2018,50,1,1,7.7,2848.0,12.127,8.1
MOVIE,2017,168,3,1,8.2,94421.0,38.877,7.3
MOVIE,2017,116,3,1,6.2,25149.0,15.339,6.0
MOVIE,2017,121,3,1,7.9,49269.0,9.623,7.7
SHOW,2017,65,3,1,8.3,4671.0,5.86,7.7
SHOW,2018,24,7,1,7.8,15584.0,26.73,8.8
MOVIE,2018,96,3,1,6.7,15974.0,15.809,6.6
SHOW,2018,57,5,1,7.4,91958.0,80.61,8.306
MOVIE,2017,101,5,1,6.2,62508.0,17.275,5.9
MOVIE,2017,105,1,1,6.2,41284.0,55.175,6.2
MOVIE,2018,102,2,2,5.7,14829.0,15.703,6.8
MOVIE,2018,126,5,1,5.6,36928.0,16.591,5.318
MOVIE,2018,126,3,2,5.4,35158.0,15.734,5.6
MOVIE,2018,90,4,1,6.1,42403.0,12.684,6.5
MOVIE,2018,101,4,1,6.4,12452.0,13.425,6.7
MOVIE,2017,117,5,1,6.3,185996.0,36.593,6.2
SHOW,2018,48,2,1,7.5,27987.0,9.635,7.5
SHOW,2018,24,2,1,7.5,18621.0,17.251,7.8
MOVIE,2017,105,3,1,6.8,16821.0,8.641,6.8
MOVIE,2017,102,4,1,6.2,34092.0,11.237,6.3
SHOW,2018,44,4,1,5.8,13222.0,10.291,5.6
SHOW,2018,41,2,1,7.5,7233.0,6.668,6.5
MOVIE,2018,96,4,1,5.8,52635.0,28.029,6.009
MOVIE,2017,106,3,1,6.5,27262.0,17.456,7.5
MOVIE,2017,80,4,1,6.4,25671.0,14.489,6.322
MOVIE,2018,102,4,2,4.2,3244.0,14.407,5.6
MOVIE,2018,90,4,2,7.1,125229.0,17.397,6.8
MOVIE,2018,121,3,1,6.9,25839.0,12.473,6.8
MOVIE,2017,105,4,1,6.3,43232.0,18.142,6.4
SHOW,2018,56,2,1,7.1,5007.0,10.479,7.3
MOVIE,2018,97,3,1,6.4,48885.0,15.879,6.6
SHOW,2017,30,2,1,6.1,25232.0,16.376,6.4
MOVIE,2017,135,2,1,7.4,47676.0,9.749,7.4
SHOW,2018,58,4,1,3.9,13815.0,12.655,6.5
MOVIE,2018,100,6,2,6.1,42608.0,21.915,5.919
SHOW,2017,52,4,1,7.2,10234.0,18.051,7.1
SHOW,2017,46,3,1,7.6,13855.0,44.083,7.9
MOVIE,2017,94,2,2,7.6,25948.0,10.704,7.6
MOVIE,2018,98,5,1,5.3,11920.0,32.431,6.3
MOVIE,2018,88,2,1,5.5,16976.0,15.417,5.6
SHOW,2018,17,5,1,8.0,6195.0,13.244,7.2
MOVIE,2018,89,2,1,4.8,13772.0,8.289,5.0
SHOW,2017,48,4,1,7.6,5482.0,5.014,7.4
SHOW,2017,22,3,1,5.5,1900.0,8.441,5.6
SHOW,2018,63,2,1,8.1,9159.0,11.301,7.3
SHOW,2018,58,4,1,6.4,6553.0,11.958,6.6
SHOW,2018,43,3,1,7.3,616.0,98.788,7.415
SHOW,2018,41,2,1,8.1,8113.0,5.099,8.0
MOVIE,2018,125,3,3,7.5,18006.0,8.295,7.4
SHOW,2018,33,2,1,7.4,4742.0,8.521,7.6
SHOW,2018,70,2,1,9.1,6043.0,13.025,8.9
SHOW,2018,20,6,1,4.9,225.0,14.694,6.8
MOVIE,2018,132,4,3,6.9,34365.0,11.374,6.5
SHOW,2017,66,2,1,8.7,2798.0,4.516,7.6
SHOW,2017,43,3,1,7.6,8313.0,9.193,7.0
SHOW,2017,51,3,1,8.4,17727.0,7.297,8.1
SHOW,2017,21,1,1,7.0,6810.0,8.665,6.5
MOVIE,2018,143,5,3,6.8,33609.0,33.575,7.2
MOVIE,2018,100,3,1,6.3,127.0,1.339,7.0
SHOW,2018,52,2,1,7.3,8792.0,14.306,7.4
SHOW,2018,46,3,1,6.5,28006.0,81.348,7.9
MOVIE,2017,113,3,2,6.3,23158.0,27.077,6.5
SHOW,2018,21,4,1,6.2,27.0,11.922,6.829174760787145
SHOW,2018,21,1,1,8.0,9079.0,11.637,7.7
MOVIE,2017,96,3,1,6.2,10490.0,6.82,6.2
SHOW,2017,45,3,1,8.0,5651.0,5.924,7.7
MOVIE,2017,116,3,1,7.5,27504.0,7.285,7.2
MOVIE,2018,103,2,1,6.7,21735.0,12.478,6.6
SHOW,2018,58,3,1,7.1,8536.0,17.902,6.9
SHOW,2018,76,5,1,8.7,7054.0,16.097,8.516
MOVIE,2018,123,2,1,7.2,19023.0,7.974,7.0
MOVIE,2018,129,5,1,7.4,54188.0,19.839,7.5
MOVIE,2017,103,5,1,5.8,9205.0,10.328,5.8
MOVIE,2018,98,1,1,7.6,14182.0,8.258,7.6
MOVIE,2018,108,2,2,5.8,5457.0,5.109,5.8
SHOW,2017,30,2,1,6.9,20555.0,6.906,6.5
MOVIE,2018,120,2,3,5.9,10364.0,54.725,6.3
SHOW,2017,28,1,1,6.7,10153.0,14.558,5.8
SHOW,2017,39,2,1,7.4,1756.0,3.589,8.6
MOVIE,2018,110,2,1,6.5,33689.0,11.4,6.8
MOVIE,2018,97,3,1,5.8,31218.0,10.801,6.2
SHOW,2017,26,9,2,6.6,1890.0,24.556,7.3
MOVIE,2017,78,4,1,6.1,5892.0,14.034,6.6
SHOW,2017,43,4,1,7.0,4239.0,1.898,6.2
MOVIE,2018,94,3,1,5.2,3978.0,10.766,5.5
MOVIE,2018,129,1,1,6.510860655737705,23439.382473841553,3.532,5.5
MOVIE,2017,126,3,3,7.0,43091.0,23.231,7.4
MOVIE,2018,100,2,1,5.4,30218.0,14.358,5.5
SHOW,2018,15,4,3,6.0,125.0,11.971,6.8
MOVIE,2018,74,1,1,7.1,2616.0,3.734,6.6
MOVIE,2017,111,2,2,6.8,35690.0,11.743,7.0
MOVIE,2017,102,3,1,6.0,6449.0,10.323,6.0
MOVIE,2018,69,2,1,8.1,12375.0,7.538,8.1
MOVIE,2017,122,3,1,6.0,46276.0,12.235,5.552
MOVIE,2017,130,4,1,7.6,20571.0,20.398,8.0
SHOW,2018,30,1,1,8.5,3593.0,2.09,8.2
SHOW,2017,24,4,1,7.2,9035.0,54.832,8.3
SHOW,2017,44,5,1,7.3,1288.0,70.264,6.3
MOVIE,2018,105,2,1,5.9,82858.0,77.096,7.3
SHOW,2018,42,4,1,6.8,7876.0,16.069,6.8
MOVIE,2018,115,1,2,5.9,2479.0,6.197,6.1
SHOW,2017,59,2,1,6.8,16229.0,13.857,6.4
MOVIE,2018,108,3,1,5.5,14418.0,9.215,5.4
SHOW,2018,52,1,1,5.6,347.0,22.6379253956843,6.829174760787145
MOVIE,2018,97,5,3,4.8,30698.0,17.97,5.4
MOVIE,2017,87,4,1,5.7,18943.0,31.419,6.2
SHOW,2018,11,3,1,6.6,359.0,7.273,6.6
MOVIE,2018,105,3,2,6.5,61622.0,24.646,6.5
SHOW,2017,45,1,1,8.4,5306.0,12.42,8.0
MOVIE,2018,101,1,1,6.7,16158.0,10.633,6.5
SHOW,2017,29,2,1,7.4,11233.0,5.878,6.9
MOVIE,2018,113,4,2,5.0,52709.0,18.214,5.3
MOVIE,2017,101,6,1,4.5,84119.0,22.306,4.2
SHOW,2018,57,1,1,7.0,5312.0,5.968,6.5
SHOW,2018,23,5,1,6.4,3736.0,82.194,7.0
MOVIE,2018,89,3,1,5.7,4405.0,10.276,6.2
MOVIE,2017,72,2,1,6.5,2665.0,4.334,6.5
MOVIE,2018,122,2,3,6.7,7104.0,7.453,6.7
SHOW,2018,75,1,1,7.4,4764.0,29.714,7.3
MOVIE,2017,107,1,1,6.8,47025.0,22.167,7.2
MOVIE,2017,101,2,1,5.8,13717.0,13.329,5.7
SHOW,2018,47,2,1,7.3,5950.0,6.592,7.0
SHOW,2017,48,4,1,6.9,2387.0,9.078,6.6
SHOW,2017,5,1,1,8.6,212.0,10.667,9.5
SHOW,2017,47,1,1,6.6,2210.0,13.181,7.1
MOVIE,2018,94,1,1,6.9,4303.0,6.702,6.5
MOVIE,2018,99,1,1,7.5,1400.0,4.004,7.5
MOVIE,2017,105,4,6,5.3,21834.0,10.535,5.2
SHOW,2017,23,4,1,5.5,113.0,2.839,7.6
SHOW,2017,42,1,1,5.8,3184.0,5.658,6.5
MOVIE,2017,102,5,1,6.3,26370.0,11.671,6.3
SHOW,2018,24,5,1,7.1,4266.0,10.299,7.1
MOVIE,2018,98,5,2,6.4,11653.0,15.977,6.377
MOVIE,2018,139,4,1,5.9,5138.0,17.354,6.4
MOVIE,2018,96,1,3,7.4,5145.0,6.081,7.5
MOVIE,2017,104,1,1,5.6,49478.0,20.005,6.3
SHOW,2018,25,8,1,7.1,4844.0,18.671,7.8
SHOW,2017,15,5,1,5.3,717.0,17.661,7.2
MOVIE,2018,97,4,1,5.2,7597.0,24.328,5.2
SHOW,2018,27,2,1,7.1,5386.0,11.69,7.7
MOVIE,2018,82,2,2,5.5,7598.0,8.611,5.8
MOVIE,2018,120,4,1,6.2,25608.0,11.155,6.2
SHOW,2018,37,1,1,8.4,10058.0,18.216,7.7
MOVIE,2018,96,2,1,7.2,2171.0,6.194,7.3
SHOW,2018,29,2,1,7.9,16106.0,31.784,8.5
SHOW,2018,25,9,1,4.7,382.0,7.221,8.4
MOVIE,2018,139,5,1,8.2,90237.0,13.893,7.7
MOVIE,2017,92,3,1,5.5,19444.0,8.72,6.0
SHOW,2017,19,1,1,7.1,633.0,1.692,6.6
MOVIE,2017,119,1,3,7.4,3865.0,3.593,6.9
SHOW,2018,27,4,1,6.8,17779.0,29.709,7.6
SHOW,2017,11,6,1,3.4,750.0,8.75,5.6
MOVIE,2017,112,2,1,6.3,16654.0,34.214,6.1
MOVIE,2017,72,3,1,5.3,320.0,20.596,7.2
MOVIE,2018,85,2,1,5.0,4403.0,16.09,6.342
SHOW,2017,42,3,1,6.2,5957.0,14.04,6.5
SHOW,2018,45,1,1,6.8,11202.0,38.201,8.0
SHOW,2017,24,2,1,6.7,7550.0,8.196,7.1
SHOW,2018,52,3,1,8.0,4322.0,5.542,7.5
SHOW,2018,25,3,1,4.6,3193.0,19.435,7.0
MOVIE,2018,94,2,1,7.9,1285.0,3.925,7.7
SHOW,2018,47,6,1,5.4,3087.0,13.712,6.5
MOVIE,2018,116,1,1,5.2,21855.0,10.24,5.4
MOVIE,2017,90,4,1,6.0,22594.0,14.284,6.0
SHOW,2017,30,1,1,6.6,1259.0,2.314,5.8
MOVIE,2018,110,2,1,5.9,4249.0,13.478,6.2
SHOW,2017,67,4,1,6.9,2819.0,60.517,7.3
MOVIE,2018,82,1,1,5.9,6123.0,7.605,5.2
SHOW,2018,48,3,1,7.2,3184.0,12.196,7.2
SHOW,2017,44,4,1,7.8,18229.0,114.888,7.5
SHOW,2018,52,5,1,7.7,2283.0,4.495,6.9
MOVIE,2017,97,1,1,7.4,28911.0,8.27,7.0
SHOW,2018,27,4,1,8.0,2002.0,13.722,8.2
MOVIE,2018,90,1,1,6.1,3220.0,3.823,5.6
MOVIE,2017,40,3,1,7.4,7857.0,4.708,7.3
MOVIE,2018,90,2,1,5.2,6873.0,10.798,5.5
MOVIE,2018,95,2,2,5.8,7541.0,29.382,5.9
SHOW,2018,51,1,1,7.0,1516.0,8.74,7.0
SHOW,2018,22,2,1,7.4,459.0,3.095,6.3
MOVIE,2017,95,4,1,7.0,14290.0,12.021,7.1
MOVIE,2017,88,1,1,6.2,9309.0,5.181,5.7
MOVIE,2018,107,1,1,7.6,7911.0,3.231,5.0
MOVIE,2017,26,5,1,6.1,2764.0,21.838,6.7
MOVIE,2017,92,1,1,7.4,2622.0,5.069,7.1
SHOW,2018,66,5,1,8.1,1578.0,7.293,8.2
MOVIE,2017,83,2,1,6.5,7667.0,9.638,6.2
MOVIE,2018,104,4,3,4.3,15369.0,22.0,4.8
SHOW,2018,51,1,1,7.8,3539.0,4.452,7.4
MOVIE,2018,124,3,1,6.9,9470.0,12.425,6.7
MOVIE,2018,64,1,1,7.9,7933.0,5.009,8.0
SHOW,2017,27,1,1,6.9,17848.0,10.009,6.7
SHOW,2017,69,3,1,8.1,4656.0,17.121,8.6
SHOW,2017,73,2,1,8.2,1979.0,20.502,8.2
MOVIE,2017,92,2,1,4.9,6669.0,19.06,5.3
MOVIE,2018,100,1,2,5.7,13248.0,14.317,6.0
SHOW,2018,46,5,1,6.2,5804.0,20.691,6.1
SHOW,2018,12,5,1,6.2,108.0,2.572,10.0
SHOW,2017,32,1,1,3.5,7233.0,8.356,3.7
SHOW,2018,50,2,1,7.4,3977.0,5.641,7.2
MOVIE,2018,105,3,1,5.8,38841.0,14.072,6.3
MOVIE,2017,86,2,1,7.4,1613.0,6.121,7.0
MOVIE,2018,94,2,1,5.2,17517.0,9.813,5.7
MOVIE,2017,83,7,2,6.3,14098.0,20.508,5.9
SHOW,2017,48,4,1,7.9,14528.0,23.46,7.463
MOVIE,2017,81,5,1,7.5,3183.0,16.413,7.7
SHOW,2017,52,4,1,8.0,10233.0,7.903,7.8
SHOW,2017,23,7,1,6.4,1012.0,15.689,8.3
SHOW,2017,25,7,1,7.9,3147.0,13.06,8.3
MOVIE,2017,135,3,1,5.2,19493.0,15.705,5.3
MOVIE,2018,125,6,1,6.4,4447.0,24.922,7.2
SHOW,2018,46,4,1,6.9,5732.0,8.714,6.4
SHOW,2018,44,4,1,6.5,34629.0,24.058,7.3
MOVIE,2017,82,3,1,6.4,20351.0,15.282,6.1
