type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
MOVIE,2017,109,2,1,6.6,230.0,0.6,8.0
MOVIE,2017,119,3,1,6.9,902.0,2.812,7.6
MOVIE,2018,98,1,1,6.510860655737705,23439.382473841553,2.014,6.5
MOVIE,2018,86,1,1,6.510860655737705,23439.382473841553,1.133,10.0
MOVIE,2017,70,1,1,7.2,1943.0,2.996,6.8
MOVIE,2017,84,2,1,5.1,456.0,6.488,5.6
MOVIE,2018,63,1,1,7.3,4357.0,2.777,7.1
MOVIE,2017,51,1,1,6.3,431.0,2.105,5.6
SHOW,2017,85,1,1,7.3,30.0,2.319,1.0
MOVIE,2017,65,1,2,6.9,1710.0,2.464,6.9
SHOW,2018,69,1,1,6.1,159.0,1.4,8.0
SHOW,2017,30,3,1,4.2,9.0,0.899,6.829174760787145
MOVIE,2017,77,1,1,6.510860655737705,23439.382473841553,0.927,6.0
MOVIE,2018,84,2,1,6.2,501.0,2.128,6.3
MOVIE,2018,100,3,1,5.4,1192.0,9.362,5.1
SHOW,2018,33,2,1,6.5,824.0,5.086,7.8
MOVIE,2018,104,1,1,5.5,1685.0,3.906,5.7
MOVIE,2018,27,4,1,6.510860655737705,23439.382473841553,2.203,5.2
SHOW,2017,11,2,1,8.5,36.0,0.6,6.829174760787145
MOVIE,2018,65,1,1,6.4,789.0,1.353,6.3
MOVIE,2017,128,1,1,5.4,1553.0,3.588,5.4
MOVIE,2018,76,2,2,7.0,28.0,1.4,5.0
SHOW,2018,46,2,1,6.8,78.0,1.342,5.0
MOVIE,2018,10,2,1,6.510860655737705,23439.382473841553,6.126,6.5
MOVIE,2018,117,3,1,6.7,2708.0,3.409,6.7
MOVIE,2018,116,3,1,6.4,677.0,5.288,6.6
MOVIE,2018,35,1,1,6.510860655737705,23439.382473841553,1.833,5.8
MOVIE,2018,102,1,1,6.2,184.0,0.84,7.0
SHOW,2017,85,2,1,2.3,137.0,1.772,8.3
MOVIE,2017,85,2,2,6.3,2304.0,3.187,6.1
SHOW,2018,23,1,1,3.4,117.0,1.274,5.5
MOVIE,2017,103,1,1,6.2,4054.0,1.827,5.4
SHOW,2018,3,1,1,6.510860655737705,23439.382473841553,0.917,10.0
MOVIE,2017,118,2,1,5.7,233.0,4.359,6.2
MOVIE,2017,65,2,1,6.5,1729.0,3.004,6.2
SHOW,2017,45,1,1,7.7,206.0,1.28,8.0
MOVIE,2017,100,1,1,6.0,35.0,1.569,8.8
MOVIE,2017,74,1,1,6.5,128.0,1.119,5.5
MOVIE,2018,106,2,1,7.2,770.0,2.302,6.6
MOVIE,2018,62,1,1,6.5,219.0,2.044,6.8
SHOW,2017,42,2,1,5.4,160.0,0.6,7.2
MOVIE,2017,122,1,1,6.3,510.0,1.923,5.4
MOVIE,2017,132,2,1,6.0,84.0,1.21,2.0
MOVIE,2018,93,4,1,4.8,71.0,5.549,5.3
MOVIE,2017,100,3,1,6.3,631.0,1.676,6.4
MOVIE,2018,105,3,1,4.5,455.0,2.001,6.1
MOVIE,2018,66,1,1,6.9,320.0,14.563,9.0
SHOW,2018,44,2,1,5.7,17.0,5.027,2.7
SHOW,2017,89,2,1,7.9,323.0,1.699,7.0
SHOW,2017,34,1,1,7.2,87.0,0.6,6.829174760787145
MOVIE,2018,114,2,1,3.6,212.0,1.882,6.1
MOVIE,2017,111,2,1,6.7,239.0,1.444,6.2
MOVIE,2017,52,1,1,6.7,74.0,0.954,6.7
MOVIE,2018,67,1,1,7.0,1254.0,2.349,7.6
MOVIE,2018,161,4,1,6.1,258.0,1.4,4.8
MOVIE,2018,89,1,2,3.7,283.0,5.405,5.3
MOVIE,2018,120,3,1,6.7,594.0,2.151,5.9
MOVIE,2017,63,1,1,5.7,155.0,1.4,6.5
SHOW,2018,2,2,1,6.4,6.0,0.84,10.0
SHOW,2018,24,2,1,6.8,104.0,1.875,6.5
MOVIE,2018,105,2,1,3.7,1016.0,1.112,4.2
MOVIE,2017,60,1,1,6.3,1206.0,2.077,6.4
SHOW,2018,18,1,1,4.9,711.0,0.902,6.0
MOVIE,2017,107,2,1,6.5,2216.0,2.95,5.0
MOVIE,2018,74,1,2,6.7,110.0,0.739,7.5
MOVIE,2018,102,3,1,6.8,714.0,1.257,6.7
MOVIE,2018,127,5,2,6.3,3895.0,6.61,6.4
MOVIE,2017,60,1,1,6.8,855.0,2.682,7.3
MOVIE,2017,115,1,1,6.1,6747.0,6.46,5.7
MOVIE,2018,56,2,1,7.3,838.0,2.374,5.7
MOVIE,2018,90,2,1,3.6,249.0,4.446,5.7
MOVIE,2018,108,1,1,5.6,300.0,1.706,6.0
MOVIE,2017,105,3,1,6.1,104.0,1.144,6.829174760787145
MOVIE,2017,39,3,1,3.9,25.0,5.889,7.5
SHOW,2018,35,1,1,6.510860655737705,23439.382473841553,3.328,8.5
MOVIE,2018,93,2,1,6.8,43.0,0.973,9.3
MOVIE,2018,90,1,1,6.7,720.0,5.645,6.6
MOVIE,2018,169,2,1,5.8,423.0,4.754,6.6
MOVIE,2018,18,1,2,6.510860655737705,23439.382473841553,27.973,5.8
MOVIE,2018,97,2,2,7.1,474.0,2.624,6.3
MOVIE,2018,28,1,1,6.510860655737705,23439.382473841553,3.15,6.4
MOVIE,2018,109,2,1,6.510860655737705,23439.382473841553,1.4,6.0
MOVIE,2018,100,2,1,7.1,701.0,0.749,6.0
MOVIE,2018,79,1,1,4.9,22.0,1.157,5.0
MOVIE,2017,128,2,1,7.6,467.0,3.214,8.6
MOVIE,2017,150,3,1,6.3,285.0,1.211,6.5
MOVIE,2018,100,3,1,6.9,3783.0,1.703,5.3
MOVIE,2017,138,1,2,7.5,403.0,2.346,8.1
MOVIE,2018,110,1,1,5.9,68.0,0.925,7.0
MOVIE,2018,66,3,1,7.5,1517.0,2.501,7.4
MOVIE,2018,56,1,1,6.6,40.0,0.976,7.0
MOVIE,2017,140,2,1,6.3,283.0,1.094,9.3
MOVIE,2017,90,3,1,5.1,386.0,5.151,6.7
MOVIE,2017,118,2,1,7.1,656.0,5.265,6.4
MOVIE,2017,90,2,1,5.8,87.0,1.65,6.5
MOVIE,2018,115,3,1,6.4,610.0,6.488,7.2
MOVIE,2017,85,2,1,3.6,677.0,4.049,4.9
MOVIE,2017,88,2,3,6.4,368.0,1.549,6.2
MOVIE,2018,109,2,1,6.0,774.0,4.289,6.6
MOVIE,2018,96,3,3,6.8,255.0,0.905,6.2
MOVIE,2018,76,2,1,4.1,49.0,1.278,4.5
MOVIE,2018,60,1,1,6.2,126.0,0.745,5.5
MOVIE,2017,78,1,1,7.3,1554.0,3.08,7.2
MOVIE,2018,110,1,1,6.510860655737705,23439.382473841553,0.946,6.0
MOVIE,2017,62,1,1,4.3,333.0,1.858,4.6
MOVIE,2018,74,2,1,5.8,136.0,3.585,6.844
MOVIE,2018,85,1,1,7.7,13.0,1.4,6.829174760787145
MOVIE,2018,102,2,1,7.0,63.0,1.833,1.0
MOVIE,2018,60,1,1,4.9,69.0,1.47,5.0
MOVIE,2018,79,1,1,6.510860655737705,23439.382473841553,0.626,6.829174760787145
MOVIE,2017,120,2,1,6.0,573.0,2.605,6.3
MOVIE,2018,100,1,1,5.4,1300.0,1.4,3.6
MOVIE,2018,15,2,2,6.510860655737705,23439.382473841553,0.899,1.0
MOVIE,2018,105,1,1,6.2,4459.0,2.292,5.6
MOVIE,2017,115,3,1,5.8,552.0,2.703,4.4
MOVIE,2018,128,5,1,4.2,67.0,1.09,4.3
MOVIE,2018,87,3,3,3.8,208.0,4.533,5.7
MOVIE,2017,94,2,1,4.5,13.0,1.036,2.0
MOVIE,2018,92,1,1,6.7,95.0,1.189,2.0
MOVIE,2018,58,2,1,6.5,786.0,1.705,6.5
MOVIE,2017,78,2,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2017,124,1,1,7.1,396.0,3.198,7.7
MOVIE,2017,134,2,1,5.7,48.0,2.018,6.829174760787145
MOVIE,2017,50,1,1,6.510860655737705,23439.382473841553,2.312,5.5
MOVIE,2017,102,1,2,6.1,1898.0,2.191,5.7
MOVIE,2018,106,4,1,6.8,110.0,2.04,10.0
MOVIE,2018,105,2,2,5.1,43.0,0.972,6.829174760787145
MOVIE,2018,122,2,1,5.9,150.0,1.743,5.9
MOVIE,2018,24,2,1,5.4,27.0,2.752,7.3
MOVIE,2017,111,3,1,7.4,542.0,3.14,8.1
MOVIE,2018,90,1,1,5.0,8.0,0.615,6.829174760787145
MOVIE,2018,71,2,1,6.510860655737705,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2018,101,3,1,6.2,693.0,1.149,6.0
MOVIE,2017,77,1,1,5.4,102.0,0.724,6.3
MOVIE,2017,136,1,1,2.2,483.0,3.448,7.0
MOVIE,2017,45,5,1,4.8,149.0,5.629,5.2
MOVIE,2018,90,2,1,5.4,290.0,2.636,4.4
MOVIE,2018,124,2,1,6.3,527.0,0.632,9.2
MOVIE,2018,80,2,1,6.5,640.0,0.937,6.3
MOVIE,2018,97,1,1,6.3,35.0,1.433,6.829174760787145
MOVIE,2017,53,1,1,6.3,71.0,0.961,6.5
MOVIE,2018,104,1,1,6.1,1020.0,2.255,6.1
MOVIE,2017,78,1,1,6.510860655737705,23439.382473841553,1.4,6.829174760787145
MOVIE,2018,76,1,1,5.0,84.0,1.031,7.3
MOVIE,2018,109,2,1,7.0,3332.0,4.878,7.5
MOVIE,2017,117,3,1,7.3,960.0,1.695,8.2
MOVIE,2018,57,1,1,6.7,81.0,1.4,6.2
MOVIE,2017,28,4,1,4.7,98.0,1.005,2.0
MOVIE,2017,54,1,1,4.9,101.0,0.728,4.3
MOVIE,2018,111,2,1,5.8,3256.0,3.506,6.0
MOVIE,2017,94,2,4,7.1,222.0,1.897,6.3
MOVIE,2018,137,3,1,5.8,149.0,1.796,6.829174760787145
MOVIE,2018,62,1,1,7.2,213.0,4.29,7.2
MOVIE,2017,73,1,1,4.3,77.0,2.509,5.2
MOVIE,2017,90,2,1,4.4,247.0,1.533,6.6
SHOW,2018,24,1,1,6.510860655737705,23439.382473841553,1.96,6.829174760787145
MOVIE,2018,54,1,1,6.510860655737705,23439.382473841553,0.819,6.4
SHOW,2017,44,2,1,6.510860655737705,23439.382473841553,2.723,7.4
MOVIE,2017,83,3,3,6.6,671.0,2.286,6.3
MOVIE,2018,75,1,1,7.8,418.0,1.672,7.3
SHOW,2018,45,2,1,7.5,225.0,3.082,8.2
MOVIE,2017,81,2,1,4.5,30.0,1.4,6.0
MOVIE,2018,58,1,1,6.3,105.0,1.258,7.0
MOVIE,2017,126,3,1,6.7,124.0,1.676,6.0
MOVIE,2017,15,1,3,6.510860655737705,23439.382473841553,1.039,5.6
MOVIE,2018,122,3,1,5.1,236.0,1.062,4.7
MOVIE,2017,102,3,1,7.4,920.0,4.901,7.8
MOVIE,2018,78,2,1,6.9,717.0,1.253,6.829174760787145
MOVIE,2018,50,2,2,6.2,498.0,4.494,5.9
MOVIE,2018,60,1,1,4.2,57.0,1.806,4.5
MOVIE,2018,62,1,1,4.0,42.0,1.218,4.0
MOVIE,2018,77,1,3,4.8,71.0,1.061,6.0
MOVIE,2017,118,4,1,7.6,511.0,2.116,8.1
MOVIE,2018,77,1,1,6.510860655737705,23439.382473841553,2.089,6.829174760787145
MOVIE,2018,59,1,1,5.3,150.0,0.84,7.0
MOVIE,2017,128,2,1,7.1,127.0,0.6,6.829174760787145
MOVIE,2018,116,1,1,7.1,320.0,1.623,7.2
MOVIE,2017,25,1,1,6.510860655737705,23439.382473841553,1.608,5.6
SHOW,2018,24,1,1,6.510860655737705,23439.382473841553,0.675,10.0
MOVIE,2018,157,3,1,4.5,163.0,1.344,3.8
MOVIE,2018,111,2,1,5.6,678.0,2.125,6.9
MOVIE,2018,62,1,1,5.1,368.0,2.254,5.7
MOVIE,2018,63,1,1,6.3,57.0,1.219,6.5
MOVIE,2018,63,1,1,5.3,53.0,0.6,6.3
MOVIE,2017,130,2,1,6.9,864.0,1.577,6.4
MOVIE,2018,26,4,1,5.3,95.0,1.648,2.0
MOVIE,2017,104,1,1,4.1,212.0,1.829,2.8
SHOW,2018,12,2,1,3.5,99.0,0.6,4.0
MOVIE,2018,61,1,1,4.6,173.0,2.411,5.5
MOVIE,2017,89,2,1,6.8,78.0,22.6379253956843,6.829174760787145
MOVIE,2018,87,6,1,3.3,51.0,12.871,5.25
MOVIE,2018,87,1,1,4.7,56.0,2.665,6.0
SHOW,2018,24,1,1,4.8,47.0,2.75,6.0
MOVIE,2018,85,1,1,7.0,24.0,22.6379253956843,6.829174760787145
MOVIE,2018,65,2,1,5.5,194.0,1.143,5.6
SHOW,2017,50,2,1,6.6,145.0,4.376,10.0
MOVIE,2017,140,1,1,6.5,1049.0,1.612,7.1
MOVIE,2017,71,1,1,5.4,51.0,1.4,3.8
MOVIE,2018,100,1,1,4.9,862.0,2.017,5.1
MOVIE,2017,94,1,1,5.1,106.0,2.331,4.6
SHOW,2017,80,1,1,7.8,116.0,1.332,7.0
MOVIE,2017,95,2,1,5.3,130.0,1.123,6.0
MOVIE,2018,130,4,1,6.9,809.0,1.677,6.5
MOVIE,2018,49,1,1,6.4,106.0,1.03,6.5
MOVIE,2018,93,2,1,6.6,63.0,0.641,6.829174760787145
SHOW,2018,32,1,1,6.8,519.0,1.251,6.0
MOVIE,2018,105,2,1,6.510860655737705,23439.382473841553,1.812,5.8
MOVIE,2018,91,1,1,6.0,38.0,22.6379253956843,6.829174760787145
MOVIE,2017,92,4,1,4.4,69.0,22.6379253956843,6.829174760787145
MOVIE,2018,45,1,1,6.510860655737705,23439.382473841553,1.18,6.0
MOVIE,2018,115,2,1,3.9,93.0,1.533,4.0
SHOW,2017,41,1,1,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2018,102,1,1,5.1,41.0,1.715,7.5
MOVIE,2018,134,4,1,6.3,312.0,1.697,4.9
MOVIE,2017,125,2,1,5.5,609.0,2.821,6.8
MOVIE,2018,53,2,1,5.9,236.0,1.655,4.6
MOVIE,2017,120,2,1,6.7,180.0,2.461,7.5
SHOW,2017,14,1,1,7.4,8.0,0.6,6.829174760787145
MOVIE,2018,91,1,1,5.7,281.0,1.033,6.1
MOVIE,2018,29,2,1,6.510860655737705,23439.382473841553,1.842,5.8
SHOW,2017,20,1,1,6.2,24.0,0.663,8.0
MOVIE,2017,7,1,1,4.1,7.0,0.6,6.829174760787145
MOVIE,2018,95,1,1,7.4,1037.0,2.181,6.0
MOVIE,2018,58,1,1,6.5,610.0,2.29,5.2
MOVIE,2017,79,1,2,6.3,60.0,0.928,5.0
MOVIE,2017,66,2,1,6.1,509.0,2.079,6.3
MOVIE,2018,106,1,1,4.7,2594.0,5.949,5.9
MOVIE,2017,59,1,1,5.0,34.0,0.808,5.8
MOVIE,2017,69,1,1,6.8,1290.0,1.904,6.7
MOVIE,2018,72,2,1,5.7,18.0,22.6379253956843,6.829174760787145
MOVIE,2018,91,1,1,6.510860655737705,23439.382473841553,1.102,6.829174760787145
MOVIE,2018,85,4,1,6.8,417.0,1.447,7.4
SHOW,2019,50,5,1,8.0,230211.0,388.952,8.7
SHOW,2020,42,4,1,6.0,2625.0,30.911,8.5
SHOW,2019,44,2,1,7.4,36459.0,169.37,8.034
MOVIE,2019,113,3,2,7.8,325385.0,67.919,7.687
SHOW,2019,25,6,1,8.7,93604.0,94.263,8.809
SHOW,2019,13,8,1,8.4,131937.0,156.46,8.3
SHOW,2019,41,5,1,7.5,11409.0,39.136,7.9
SHOW,2019,24,5,1,8.8,32535.0,15.663,8.6
SHOW,2019,24,2,1,7.3,7023.0,18.246,7.2
SHOW,2019,28,2,1,7.8,91649.0,18.072,7.5
SHOW,2020,24,4,1,7.5,8022.0,259.059,8.0
SHOW,2019,58,5,1,8.2,472202.0,101.869,8.244
SHOW,2020,62,3,1,7.3,129085.0,106.118,8.2
SHOW,2020,38,2,1,6.9,8895.0,473.002,8.2
SHOW,2019,28,2,1,8.4,129243.0,19.931,7.843
MOVIE,2019,123,5,1,6.6,7091.0,11.78,6.8
SHOW,2019,59,3,1,7.5,4906.0,3.97,7.8
SHOW,2019,42,5,1,7.0,2216.0,63.359,7.5
SHOW,2019,42,1,1,7.1,1011.0,8.132,8.6
SHOW,2020,56,2,1,8.6,420100.0,82.702,8.624
SHOW,2019,41,3,1,6.1,12343.0,46.094,8.1
SHOW,2019,52,2,1,8.3,251168.0,273.962,8.358
SHOW,2019,31,4,1,8.0,74989.0,26.155,7.299
SHOW,2019,29,3,1,6.6,4912.0,28.789,6.715
SHOW,2019,16,1,1,7.9,11900.0,8.873,6.6
SHOW,2019,38,2,1,8.6,38345.0,40.781,8.4
SHOW,2020,50,3,1,9.1,115915.0,27.702,8.2
SHOW,2020,48,5,1,7.4,72031.0,48.22,8.1
SHOW,2020,49,5,1,7.5,45815.0,39.319,8.555
SHOW,2020,29,3,1,6.9,86631.0,42.991,7.995
MOVIE,2020,88,3,1,5.7,30613.0,53.311,5.6
SHOW,2019,48,2,1,8.4,98384.0,20.378,8.1
SHOW,2019,48,6,1,8.3,44874.0,42.052,8.4
MOVIE,2020,134,3,1,6.6,83093.0,17.61,6.6
MOVIE,2019,209,4,1,7.8,376379.0,21.075,7.6
SHOW,2019,26,4,1,7.1,3034.0,23.841,7.2
SHOW,2019,45,3,1,7.4,14895.0,22.746,7.7
SHOW,2020,30,1,1,6.7,63379.0,21.173,6.6
SHOW,2019,42,3,1,8.6,5846.0,5.852,7.9
SHOW,2020,28,2,1,7.8,47000.0,47.843,8.183
MOVIE,2020,116,4,1,6.7,196105.0,51.91,7.4
SHOW,2020,45,3,1,7.3,48298.0,11.603,7.4
MOVIE,2020,84,1,2,8.1,52771.0,19.276,8.0
MOVIE,2019,102,5,1,6.2,29455.0,13.498,6.3
SHOW,2019,23,7,1,8.3,36018.0,42.367,8.843
MOVIE,2020,78,2,2,6.1,15155.0,41.666,6.4
SHOW,2020,88,5,1,6.8,45971.0,25.177,7.142
MOVIE,2019,95,4,1,7.0,213699.0,47.725,7.003
MOVIE,2020,123,3,1,6.6,162511.0,22.461,7.3
SHOW,2020,82,2,1,7.4,8829.0,9.22,7.5
MOVIE,2020,125,3,1,6.6,158247.0,20.588,7.2
SHOW,2019,39,5,1,6.5,29318.0,30.795,7.1
MOVIE,2020,93,3,1,6.5,39988.0,27.065,6.5
MOVIE,2019,136,3,1,7.9,298303.0,28.268,7.8
SHOW,2020,19,5,1,7.2,1331.0,121.132,8.6
MOVIE,2019,108,2,3,6.2,74754.0,36.326,6.5
MOVIE,2020,138,4,1,7.1,122321.0,22.872,7.3
MOVIE,2019,109,2,2,7.4,3257.0,6.869,7.4
MOVIE,2019,81,1,1,7.4,8430.0,9.263,7.3
MOVIE,2019,140,4,2,7.2,124438.0,25.987,7.2
SHOW,2020,47,5,1,7.6,49446.0,71.018,8.2
SHOW,2019,51,7,2,8.4,24419.0,23.53,7.8
SHOW,2019,74,3,1,8.9,116560.0,20.965,8.2
MOVIE,2019,101,5,2,6.1,96740.0,88.199,6.5
SHOW,2020,55,4,1,7.3,99047.0,29.636,7.8
MOVIE,2019,90,3,1,5.8,12397.0,15.943,6.1
MOVIE,2019,87,5,2,4.4,1996.0,8.786,5.6
SHOW,2020,50,2,1,7.3,17689.0,17.137,7.9
MOVIE,2019,82,5,1,5.8,8191.0,12.174,6.5
MOVIE,2020,102,3,1,7.0,6827.0,9.77,7.6
MOVIE,2019,112,6,2,7.3,46901.0,13.217,7.249
SHOW,2020,43,4,1,6.8,30243.0,45.891,7.9
MOVIE,2020,127,1,3,7.0,48664.0,10.502,7.098
MOVIE,2019,105,3,2,6.7,35021.0,56.909,6.8
MOVIE,2019,99,4,1,6.6,65845.0,29.285,6.7
MOVIE,2019,128,3,1,6.1,172083.0,68.45,6.327
MOVIE,2020,131,2,1,6.8,72295.0,13.068,6.8
MOVIE,2020,118,4,2,6.3,129321.0,30.192,6.6
SHOW,2019,62,2,1,8.0,51559.0,13.548,7.7
SHOW,2020,26,4,1,6.510860655737705,23439.382473841553,27.366,8.3
MOVIE,2019,123,4,1,7.3,216847.0,42.566,6.91
MOVIE,2019,102,2,1,6.8,55686.0,11.434,6.6
SHOW,2020,55,3,1,7.0,5902.0,7.002,6.846
MOVIE,2020,94,2,1,7.6,80916.0,20.38,7.5
MOVIE,2019,95,2,1,6.8,2445.0,6.099,6.9
MOVIE,2020,123,4,2,6.8,32952.0,31.294,6.9
MOVIE,2020,100,2,1,5.4,3612.0,5.746,5.4
SHOW,2019,53,4,1,6.510860655737705,23439.382473841553,1.96,10.0
MOVIE,2019,125,4,1,6.4,125883.0,28.54,6.3
MOVIE,2020,123,2,1,6.5,92086.0,10.817,6.4
SHOW,2019,50,3,1,6.4,3491.0,6.904,6.9
SHOW,2020,36,3,1,7.1,31559.0,22.983,7.5
MOVIE,2019,126,4,1,5.9,30297.0,25.187,6.4
MOVIE,2020,124,5,3,7.1,27275.0,33.974,7.2
SHOW,2020,25,3,1,7.5,10690.0,9.986,7.4
MOVIE,2020,105,2,1,5.0,30522.0,236.101,7.251
MOVIE,2019,115,3,2,6.2,52206.0,23.952,6.2
MOVIE,2019,99,5,3,6.1,39469.0,18.193,6.2
SHOW,2019,85,1,1,6.510860655737705,23439.382473841553,59.917,8.8
MOVIE,2019,99,1,1,6.4,72478.0,35.497,6.7
SHOW,2020,47,5,1,7.5,36863.0,118.364,8.067
MOVIE,2020,114,3,1,3.3,84940.0,48.792,7.044
SHOW,2020,54,2,1,6.1,7863.0,1.4,7.7
SHOW,2020,45,3,1,6.9,11377.0,72.638,7.1
SHOW,2020,50,2,1,7.5,36052.0,11.855,7.6
SHOW,2019,50,1,1,9.3,42259.0,19.942,8.8
SHOW,2019,31,1,1,8.2,5107.0,7.305,7.8
SHOW,2020,48,1,1,6.6,705.0,19.64,7.0
SHOW,2019,43,2,1,7.1,14799.0,33.326,7.8
MOVIE,2019,114,4,1,6.7,89926.0,20.904,6.696
MOVIE,2020,96,4,1,5.4,54279.0,155.235,5.753
MOVIE,2020,130,3,1,7.7,173103.0,15.07,7.8
SHOW,2020,52,2,1,6.510860655737705,23439.382473841553,69.734,8.6
MOVIE,2019,108,3,1,6.9,48445.0,15.86,7.518
SHOW,2020,54,4,1,7.2,54291.0,35.227,7.8
MOVIE,2019,94,2,1,5.3,16421.0,12.579,6.553
SHOW,2019,43,2,1,7.5,22182.0,14.713,7.4
MOVIE,2019,90,4,4,6.0,124599.0,22.376,6.2
MOVIE,2020,156,2,1,6.5,50520.0,16.232,6.6
MOVIE,2020,118,4,1,5.6,82362.0,22.231,5.8
SHOW,2020,62,4,1,7.1,466.0,4.435,7.9
SHOW,2019,53,2,1,6.510860655737705,23439.382473841553,24.305,8.4
SHOW,2020,25,6,1,8.1,8262.0,23.072,8.6
SHOW,2019,56,3,1,7.0,28647.0,21.138,7.7
SHOW,2020,54,1,1,8.0,76083.0,15.173,7.9
SHOW,2019,48,2,1,7.4,5174.0,9.883,7.0
SHOW,2020,47,3,1,7.2,23709.0,37.819,7.396
MOVIE,2019,103,2,1,5.4,21213.0,11.397,5.5
SHOW,2019,47,3,1,7.6,6288.0,10.08,7.4
MOVIE,2020,90,2,1,5.7,39237.0,31.686,6.2
SHOW,2020,40,2,1,6.510860655737705,23439.382473841553,11.259,6.3
MOVIE,2019,116,2,1,7.2,63916.0,86.377,8.3
MOVIE,2020,86,3,4,4.7,17048.0,29.249,6.017
MOVIE,2019,102,2,1,5.2,53460.0,238.494,7.166
SHOW,2020,55,4,1,5.8,29864.0,30.279,7.4
MOVIE,2019,92,2,1,6.1,22277.0,14.238,6.4
SHOW,2019,22,5,1,6.7,289.0,13.663,7.2
MOVIE,2019,85,2,3,7.7,5800.0,5.855,7.7
SHOW,2019,26,3,1,7.2,30624.0,9.447,6.8
SHOW,2019,58,3,1,7.8,14008.0,14.215,7.7
MOVIE,2019,125,3,1,7.6,122069.0,11.465,7.5
MOVIE,2020,123,3,1,6.0,41232.0,11.042,6.3
MOVIE,2019,86,3,1,5.5,8242.0,10.601,5.6
SHOW,2019,53,2,1,7.9,41237.0,16.993,7.6
MOVIE,2020,87,2,2,6.5,24537.0,73.507,6.1
SHOW,2020,22,6,1,6.9,563.0,1.4,6.0
MOVIE,2020,104,3,1,6.9,36576.0,17.948,7.2
MOVIE,2019,118,3,1,7.2,60334.0,11.036,7.0
MOVIE,2020,130,4,1,5.9,26197.0,1.596,6.2
SHOW,2020,57,2,1,7.1,23816.0,9.369,7.2
SHOW,2020,12,2,1,7.3,105.0,10.114,4.0
MOVIE,2019,114,5,2,6.6,10357.0,17.715,7.3
SHOW,2019,47,4,1,7.1,13467.0,11.145,6.8
MOVIE,2020,94,2,1,6.9,50988.0,10.662,6.7
SHOW,2019,45,5,1,7.3,8248.0,9.163,7.4
MOVIE,2020,112,5,1,7.1,30772.0,33.987,7.6
MOVIE,2020,117,1,1,6.7,41469.0,12.825,6.8
SHOW,2019,36,1,1,6.4,6217.0,8.686,7.0
SHOW,2019,54,1,1,6.8,2095.0,5.621,7.0
SHOW,2020,21,4,1,7.5,58674.0,27.985,8.2
MOVIE,2019,95,4,2,5.3,22454.0,17.062,6.022
SHOW,2019,54,3,1,6.3,15243.0,19.664,6.6
MOVIE,2019,133,3,1,6.9,89893.0,14.256,6.7
SHOW,2020,49,4,1,7.3,9492.0,18.654,7.8
MOVIE,2019,102,3,1,6.0,6276.0,8.954,6.0
SHOW,2020,56,3,1,8.1,6271.0,8.36,7.4
SHOW,2019,10,7,1,7.1,1282.0,12.626,8.2
SHOW,2019,48,5,1,6.7,27943.0,27.883,7.9
MOVIE,2020,128,2,1,5.2,14219.0,16.63,6.5
MOVIE,2019,90,3,1,6.510860655737705,23439.382473841553,39.006,6.4
SHOW,2020,39,3,1,8.0,6586.0,17.742,7.8
MOVIE,2019,110,3,1,6.7,92156.0,19.891,7.0
SHOW,2020,23,6,1,8.3,5618.0,24.191,8.4
MOVIE,2020,91,4,1,5.2,10483.0,8.183,5.5
SHOW,2020,25,6,1,6.2,2397.0,11.482,6.5
MOVIE,2020,110,2,1,6.3,4341.0,4.665,6.9
SHOW,2019,44,7,1,8.8,6181.0,30.895,8.5
MOVIE,2019,82,1,1,6.1,32036.0,12.486,6.0
SHOW,2020,42,2,1,4.6,12230.0,20.633,6.8
MOVIE,2019,88,1,1,7.8,19942.0,11.211,7.4
MOVIE,2020,89,2,1,7.4,6511.0,7.932,7.4
MOVIE,2019,113,3,1,5.7,60629.0,16.079,5.3
SHOW,2019,42,3,1,5.2,35536.0,56.037,6.1
SHOW,2020,31,3,1,7.4,7896.0,13.59,7.3
SHOW,2019,47,5,1,6.1,7000.0,21.788,7.3
SHOW,2019,50,3,1,8.7,8622.0,7.929,8.6
SHOW,2020,44,2,1,7.5,77790.0,9.63,7.0
MOVIE,2020,90,4,1,5.4,6035.0,9.583,7.2
SHOW,2019,49,3,1,7.8,17005.0,17.659,8.0
MOVIE,2019,90,1,1,8.6,25.0,0.664,6.829174760787145
MOVIE,2019,96,4,1,6.3,49391.0,10.319,6.0
MOVIE,2020,99,5,1,6.4,1942.0,110.86,7.027
MOVIE,2020,113,4,1,6.0,86407.0,22.48,6.5
MOVIE,2019,102,4,2,5.4,55276.0,15.188,5.5
SHOW,2019,44,3,1,7.6,18213.0,12.302,7.429
MOVIE,2020,98,4,1,6.3,38313.0,58.967,7.3
MOVIE,2020,103,2,1,6.510860655737705,23439.382473841553,21.871,6.3
SHOW,2019,51,4,1,6.6,3130.0,4.526,6.8
SHOW,2019,48,2,1,7.6,1868.0,52.228,8.4
SHOW,2020,62,4,1,7.4,2216.0,29.819,7.5
SHOW,2019,43,4,1,6.6,5254.0,15.001,7.9
